,username,tweet,hashtags,label,labeled_tweet
1833,onioluwatosinj1,"It this incumbent president, you know of which empire, that told me we don't investigate enough. In addition, we are too cowardly. I am not saying we should start investigating nuclear energy, but this tiny tiny ones, let's begin--- home-made ones.",[],"{'neg': 0.043, 'neu': 0.921, 'pos': 0.037, 'compound': 0}",neu
1834,radodanev,"I am a physicist and as such, I believe that nuclear energy is actually good for the environment (flame suit on). The alternative sources won't be able to sustain the economy and modern life. We need more development on the thorium cycle and molten salt reactors. ⚛️🙂👍",[],"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0}",neu
1835,conradknauer,"energy utilization and comprehensive utilization of nuclear energy in twenty to thirty years. Research has already commenced and achieved some results in key technologies. Although there are still several challenges for Th-U fuel cycle and MSR development, it can be expected that",[],"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0}",neu
1836,conradknauer,"environment issues of China. 
In January 2011 the Chinese Academy of Sciences launched the“Thorium molten salt reactor nuclear energy system”project of the Strategic Priority Program, which will develop both liquid and solid fuel MSR. It will aim to realize effective thorium",[],"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0}",neu
1837,knockrahag,"@fiannafailparty needs to stop the industrialisation of the Irish Country side through projects such as Celtic Converter @EirGrid importing nuclear energy to support the development of data centres, your policy's need to reflect the below #WorldEnvironmentDay https://twitter.com/fiannafailparty/status/1268825395488571393 …",['#worldenvironmentday'],"{'neg': 0.052, 'neu': 0.833, 'pos': 0.114, 'compound': 0}",neu
1838,talknuclear,Less carbon means less air pollution #WorldEnvironmentDay2020 #nuclearenergy #cleanenergy pic.twitter.com/DlziAX7JR7,"['#worldenvironmentday2020', '#nuclearenergy', '#cleanenergy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1839,dj_hydro,"That's why we're excited to stumble on this new study by researchers from Princeton University who claimed they had found new methods for making nuclear fusion safer and, therefore, possible. #Nuclear #energy #cleanenergy https://cstu.io/57f60a ","['#nuclear', '#energy', '#cleanenergy']","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0}",neu
1840,jaremkoandrew,Nuclear energy has not even begun the game. There's a world to power.  https://twitter.com/GovNuclear/status/1268903152386027521 …,[],"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0}",neu
1841,dianageorgina15,It is not clean energy when the residue is left lying around spewing radioactivity. Geezus Louise. Be honest about this aspect of nuclear energy.,[],"{'neg': 0.234, 'neu': 0, 'pos': 0.169, 'compound': 0}",neg
1842,belarus_news,"#Hungary rejects discrimination in #nuclear energy, ready to cooperate with #Belarus
 https://eng.belta.by/politics/view/hungary-rejects-discrimination-in-nuclear-energy-ready-to-cooperate-with-belarus-130879-2020/ …
#Orban @euronews pic.twitter.com/BXiBK1Re63","['#hungary', '#nuclear', '#belarus', '#orban']","{'neg': 0.154, 'neu': 0, 'pos': 0.221, 'compound': 0}",pos
1843,conradknauer,"system”project of the Strategic Priority Program, which will develop both liquid and solid fuel MSR. It will aim to realize effective thorium energy utilization and comprehensive utilization of nuclear energy in twenty to thirty years. Research has already commenced and achieved",[],"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0}",neu
1844,conradknauer,"high temperature, water-free cooling, and small modular design. These properties make MSRs one of the best approaches to solve the energy and environment issues of China. 
In January 2011 the Chinese Academy of Sciences launched the “Thorium molten salt reactor nuclear energy",[],"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0}",neu
1845,furuzanfar,"For holistic view of nuclear in Msia, speak to Msia Nuclear Society, Msian Chapter of Women In Nuclear, @ASK_Liberasi (would be cool if #nuclearenergy could be nonpartisan), MNPC (the author + engine behind nuclear power in Msia) & UTM (pity them student of nuclear eng)",['#nuclearenergy'],"{'neg': 0.046, 'neu': 0.905, 'pos': 0.048, 'compound': 0}",neu
1846,conradknauer,"I was looking through my hard drive and found a couple more PDFs that I'll add, i.e.

Thorium molten salt reactor nuclear energy system (2016-08-07)
 http://www.wuli.ac.cn/CN/10.7693/wl20160904 …",[],"{'neg': 0.049, 'neu': 0.877, 'pos': 0.074, 'compound': 0}",neu
1847,uknuclearenergy,GB Grid: #Nuclear is generating 4.74GW (16.35%) out of 28.97GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1848,sexyjazzwizard,"Because nuclear energy can be locally sourced using artificially enriched isotopes. Cobalt and lithium is mined through child labour and slavery, extending the chain and causing more harm worldwide. Capitalism is harmful wherever, so effects have to be minimised when possible.",[],"{'neg': 0.176, 'neu': 0.78, 'pos': 0.043, 'compound': 0}",neu
1849,govnuclear,"✅ 809 billion kilowatt hours of electricity
✅ 93% capacity factor

Nuclear energy is on top of its game. 
 https://www.energy.gov/ne/articles/5-fast-facts-about-nuclear-energy …",[],"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0}",neu
1850,texastweetybird,Blog: Windmills versus nuclear energy  http://tmp.americanthinker.com/blog/2019/06/windmills_versus_nuclear_energy_comments.html#.XtpNMRSewz0.twitter …,[],"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0}",neu
1851,iam__network,"Tokio Marine HCC closes GCube acquisition 

READ MORE:  https://blog.iammarketingmedia.com/tokio-marine-hcc-closes-gcube-acquisition/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/dmiQyj9CTm","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1852,nei,"The next generation of #advancednuclear reactors will not only provide reliable, carbon-free energy: they'll support military and humanitarian relief efforts.

A great piece from @ClearPathAction on the DOD's funding bill to demonstrate microreactors. http://bit.ly/338Uj9f ",['#advancednuclear'],"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0}",neu
1853,babybinbaik,"Nuclear energy is so powerful but after what happened in the Fukushima Daiichi Accident, I'm quite terrified to advocate it. It was such a traumatic event. Solar seems like the safest and most obvious option at this point in time.",[],"{'neg': 0.259, 'neu': 0, 'pos': 0.178, 'compound': 0}",neg
1854,oecd_nea,"NEA Director-General Magwood will be speaking on the international outlook for #nuclearenergy at the #ANSAnnual opening plenary on Monday, 8 June.

More information about the virtual meeting ⤵️ https://twitter.com/ANS_org/status/1268633676339744769 …","['#nuclearenergy', '#ansannual']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1855,hojha17,"I think ppl have been to harsh on nuclear energy. I don't mean to demean lives, but air pollution possibly kills millions in a year. Nuclear plants have redundancies upon redundancies and even if an incident happens, it's not going to kill as many ppl contd.",[],"{'neg': 0.121, 'neu': 0.759, 'pos': 0.12, 'compound': 0}",neu
1856,anfield_energy,VIDEO: The fight to rethink (and reinvent) nuclear power  https://buff.ly/3czyHWC  #nuclear #NuclearEnergy  pic.twitter.com/XPU86kiKeS,"['#nuclear', '#nuclearenergy']","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': 0}",neu
1857,sehrraheja,"Haha not too many thoughts yet, reading and learning. What do you think of nuclear energy?",[],"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0}",neu
1858,ni_western,"An often overlooked benefit of nuclear energy is its power density. The compact size of a NPP leaves more land #ForNature than if the equivalent energy was generated using other technologies!
⚡️
If we as society want to ensure a #sustainable future we need to do ‘more with less’","['#fornature', '#sustainable']","{'neg': 0.019, 'neu': 0.779, 'pos': 0.202, 'compound': 0}",neu
1859,hartreefock,"And this does not make any sense, since we helped in shaping these rights thanks to our veto capability and vote in the EU Parliament. Then we have agree on money laundering policies and nuclear energy safety.",[],"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0}",neu
1860,iam__network,"Renewables surpass coal in US energy generation for first time in 130 years 

READ MORE:  https://blog.iammarketingmedia.com/renewables-surpass-coal-in-us-energy-generation-for-first-time-in-130-years/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/2YCAehpVyh","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0}",neu
1861,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (15.55%) out of 30.43GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1862,schellolsen,"We need to go towards nuclear energy, and we can't stop fracking because that wipes out thousands of jobs from the Rust Belt. I believe that's fair. Also $16 trillion? Wtf?",[],"{'neg': 0.101, 'neu': 0.721, 'pos': 0.178, 'compound': 0}",neu
1863,safe_msr,"@TeelaReid

I never met any of my G'parents

Mom's Dad was Coal-Miner
taken out by Black- Lung  #Disease
(@ABC say Qld's miners still get it)
So, I promote safe #NuclearEnergy
MSR ~2030

Her Mum died in #pandemic of the day
Dad's Dad has a cafe, was alcoholic?
Dunno about his Mum https://twitter.com/teelareid/status/1220299191781474304 …","['#disease', '#nuclearenergy', '#pandemic']","{'neg': 0.061, 'neu': 0.846, 'pos': 0.093, 'compound': 0}",neu
1864,iam__network,"Renewables are here to stay and grow 

READ MORE:  https://blog.iammarketingmedia.com/renewables-are-here-to-stay-and-grow/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/ojqkmRCBUy","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1865,corn_facts,corn was infamous for being the first evil nuclear energy source,[],"{'neg': 0.284, 'neu': 0, 'pos': 0.135, 'compound': 0}",neg
1866,thomasviguier3,Is it the signal to adapt #energy sources to the #Arctic? Is the #nuclear energy a possibility? Are floating nuclear power stations a viable alternative to counter #remoteness & bring stability in the grid & production? Is a mixed production #renewableenergy-nuclear a solution? https://twitter.com/arcticiceland/status/1268879247466287105 …,"['#energy', '#arctic', '#nuclear', '#remoteness', '#renewableenergy']","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0}",neu
1867,iam__network,"Iberdrola to invest up to 4 billion euros in French renewable energy 

READ MORE:  https://blog.iammarketingmedia.com/iberdrola-to-invest-up-to-4-billion-euros-in-french-renewable-energy/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/GuMTXZBJIG","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0}",neu
1868,c_grandmaster,"""What no we can't do nuclear energy that stuff kills people didn't you watch Cheronbyl?!""",[],"{'neg': 0.394, 'neu': 0, 'pos': 0.0, 'compound': 0}",neg
1869,globalportolan,"Congratulations to DG Grossi, the IAEA and all those who will work at the new Amano Laboratories.  A welcome achievement indeed! #ClimateChange #nuclearenergy  https://twitter.com/iaeaorg/status/1268847777318080513 …","['#climatechange', '#nuclearenergy']","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0}",neu
1870,est1986,I said the same thing with all these people struggling to get buy in for clean nuclear energy. Why can't they just call it something different? There's power in word association.,[],"{'neg': 0.079, 'neu': 0.787, 'pos': 0.135, 'compound': 0}",neu
1871,zoyakhter,"My opinion piece on nuclear energy and the future of warfare for @CAPS_INDIA infocus:

 http://capsindia.org/files/documents/1f67d654-3da3-4b4b-b26a-dd0e859f4cb7.pdf …",[],"{'neg': 0.12, 'neu': 0.765, 'pos': 0.115, 'compound': 0}",neu
1872,zoyakhter,"My colleagues and I at @CAPS_INDIA 
look at the Nuclear Dynamics through the Covid-19 Lens. From disarmament to nuclear energy - this wrap up analyses various aspects of nuclear power amidst the ongoing crisis.  https://twitter.com/CAPS_INDIA/status/1259103902097526786 …",[],"{'neg': 0.099, 'neu': 0.799, 'pos': 0.102, 'compound': 0}",neu
1873,busterbloodvess,Its time to begin a new age of nuclear energy.,[],"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0}",neu
1874,kevdudekmc,"I'm sure you'd side with Iran, those who openly talk about blowing us up.  'Save the planet', which means kill more humans, with the CAFE act, abortion, nuclear energy which poises the planet. smh",[],"{'neg': 0.161, 'neu': 0, 'pos': 0.174, 'compound': 0}",pos
1875,urbancoldspots,"#nuclearenergy

IL GIAPPONE ACCELERA IL RIAVVIO DEI REATTORI NUCLEARI

 https://urbancoldspots.blogspot.com/2020/06/il-giappone-accelera-il-riavvio-dei.html … pic.twitter.com/jX105D3IVX",['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1876,talknuclear,Major milestone achieved on one of Canada's largest clean energy projects @opg #Darlington #nuclearenergy #cleanenergy  https://cna.ca/news/major-milestone-achieved-on-one-of-canadas-largest-clean-energy-projects/ … pic.twitter.com/NA1KJoMIT8,"['#darlington', '#nuclearenergy', '#cleanenergy']","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0}",neu
1877,cnjoku5,"Stop the oil spillage, gas flaring, industrial pollution. Nigeria, it's now to go Nuclear Energy and Renewable. Save the environment for our future. Reduce CO2 emmission by half and double energy production. #WorldEnvironmentDay2020",['#worldenvironmentday2020'],"{'neg': 0.057, 'neu': 0.751, 'pos': 0.192, 'compound': 0}",neu
1878,uknuclearenergy,GB Grid: #Nuclear is generating 4.74GW (15.40%) out of 30.79GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1879,tokuhiroakira,"Can do history. Learn the history, current #CANDU and nuclear engineering/radiation science @OT_FESNS! Without fanfare #nuclearenergy has been there!  https://twitter.com/NuclearHeritage/status/1268864404210286592 …","['#candu', '#nuclearenergy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1880,hojha17,"What do you think of nuclear energy, Sehr?",[],"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0}",neu
1881,psi_bar,"Einstein’s Lost Hypothesis
Is a third-act twist to nuclear energy at hand?

 http://nautil.us/issue/86/energy/einsteins-lost-hypothesis …

Famous last words (from the piece): 

“Be stubborn,” Einstein said.

#science #physics #NuclearPower #Einstein #history","['#science', '#physics', '#nuclearpower', '#einstein', '#history']","{'neg': 0.068, 'neu': 0.774, 'pos': 0.158, 'compound': 0}",neu
1882,nuclearheritage,"The #CANDU Nuclear Reactor, an indigenous ingenious, & proudly Canadian invention, fed electrical power from the 1st ever CANDU at the Nuclear Power Demonstration reactor (#NPD) in Rolphton, #Canada on June 4, 1962! 58 years ago yesterday! @iaeaorg @AECL_EACL #nuclearenergy #CNS pic.twitter.com/J1S3mdVPgz","['#candu', '#npd', '#canada', '#nuclearenergy', '#cns']","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0}",neu
1883,oecd_nea,"Electricity systems ⚡️ have a large impact on land & natural resources. But is this impact reflected in the market prices of electricity? 🤔

On #WorldEnvironmentDay 🍃, find out about the environmental costs of electricity provision 👉  http://oe.cd/nea-full-costs-2018 … pic.twitter.com/vXiHRmgXRo",['#worldenvironmentday'],"{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0}",neu
1884,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (15.84%) out of 29.84GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1885,talknuclear,. @BWXTech Divests U.S. Nuclear Services Portfolio #NuclearEnergy  http://www.digitaljournal.com/pr/4700354#ixzz6OE7tOrXq … …,['#nuclearenergy'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1886,iam__network,"Solar Stocks Are Leading The Energy Market Recovery 

READ MORE:  https://blog.iammarketingmedia.com/solar-stocks-are-leading-the-energy-market-recovery/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/Ta7tqxeoiO","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0}",neu
1887,fakopeleha,"Fusion is still under research and when it's ready, we'd need the same kind of leadership for a country like that to be a pioneer in that space.

The danger would definitely be reduced though. Flopo ke ho re dealing with nuclear energy required close to 0 margin of error.",[],"{'neg': 0.102, 'neu': 0.735, 'pos': 0.164, 'compound': 0}",neu
1888,searching_sun,"Complacency in my view is people giving much more weight to the risk of action than to the risk of inaction (eg. GMOs, nuclear energy). This relates to cynicism because the harder it is for people to view change from the status quo as positive, the more risk averse they'll be.",[],"{'neg': 0.181, 'neu': 0, 'pos': 0.13, 'compound': 0}",neg
1889,amazinglego123,"Regardless of if it’s a hoax or not, where is the harm in moving to renewable/nuclear energy and just overall taking care of the environment? Fossil fuels WILL run out in the future, better to move away from them while we still have them than when we don’t.",[],"{'neg': 0.099, 'neu': 0.757, 'pos': 0.144, 'compound': 0}",neu
1890,uknuclearenergy,"GB Grid: Yesterday's #Nuclear generation.

Nuclear generation: 113.32GWh (17.93%)
GB total: 631.96GWh #NuclearDayCharts #GridDayCharts pic.twitter.com/cr6uKoYO11","['#nuclear', '#nucleardaycharts', '#griddaycharts']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1891,oecd_nea,The @OECD_NEA encourages its membership to explore ways of recruiting & retaining #womeninSTEM 💪🏻👩🔬 https://twitter.com/winspain/status/1268848112359084038 …,['#womeninstem'],"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0}",neu
1892,knockrahag,"75% of Frances energy  generated through nuclear,  Celtic Converter @EirGrid will be importing nuclear energy, an element not highlighted. The energy will power data centres €4.5 billion will be spent on data centres in Ireland by 2025. @GreenNews_ie @IrishTimes @irishexaminer",[],"{'neg': 0.042, 'neu': 0.86, 'pos': 0.098, 'compound': 0}",neu
1893,piffiboy,"Boobies are miniature nuclear energy factory's, im calling it! The shape makes sense now!",[],"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0}",neu
1894,piffiboy,Nuclear energy i bet,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.412, 'compound': 0}",pos
1895,iam__network,"Renewable energy needs greater attention 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-needs-greater-attention/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/rahCmbGdkx","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0}",neu
1896,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (16.67%) out of 28.35GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1897,seddikjamai,"36 companies that could change the world, ranging from quantum cryptography and the rise of DNA data marketplaces for digital health to speed-of-light computing and next-gen nuclear energy !  https://lnkd.in/diWQVAu ",[],"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0}",neu
1898,energygenera,"Argonne’s Mitch Farmer honored for addressing challenges to U.S. #nuclear #energy #industry
Farmer’s work has helped shape thinking of nuclear industry & regulatory bodies around world regarding effectiveness of accident management strategies

More details https://www.newswise.com/doescience/?article_id=732702&returnurl=aHR0cHM6Ly93d3cubmV3c3dpc2UuY29tL2FydGljbGVzL2xpc3Q= …","['#nuclear', '#energy', '#industry']","{'neg': 0.073, 'neu': 0.757, 'pos': 0.17, 'compound': 0}",neu
1899,pitipyy,"Are you assured about quality?
 https://bit.ly/3ePUpqQ 
#quality #nuclearenergy @IAEANE pic.twitter.com/XnMO7RZ7Ic","['#quality', '#nuclearenergy']","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0}",neu
1900,mariebe10098426,"These are in the conservative manifesto, personaly I don’t support most of them. We have on green MP for a reason.Electric cars are not green, we haven’t got enough nuclear energy or alternative to charge them, you need several hundred wind for one coal fired plant.",[],"{'neg': 0.07, 'neu': 0.837, 'pos': 0.093, 'compound': 0}",neu
1901,iam__network,"NSW Government urges businesses to express renewable energy projects 

READ MORE:  https://blog.iammarketingmedia.com/nsw-government-urges-businesses-to-express-renewable-energy-projects/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/YIz6iYMxdL","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0}",neu
1902,posthorne01,Blog: The Real Story of Nuclear Energy and Your Health  http://www.nuclearmatters.com/blog_the_real_story_of_nuclear_energy_and_your_health …,[],"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0}",neu
1903,owl_physics,"Struggling with A Level Physics? try these resources on Nuclear Energy!

 https://www.tes.com/teaching-resource/a-level-physics-unit-nuclear-energy-11984038?theme=0 …
#ukedchat #science #nqtchat #ittchat #aussieED #edchat #physics #physicsteaching #physicsalevel","['#ukedchat', '#science', '#nqtchat', '#ittchat', '#aussieed', '#edchat', '#physics', '#physicsteaching', '#physicsalevel']","{'neg': 0.135, 'neu': 0.783, 'pos': 0.082, 'compound': 0}",neu
1904,iam__network,"Renewable Energy Update – May 2020 #4 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-update-may-2020-4/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/elgrUpi5Jb","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0}",neu
1905,togofirst,Togo adopts bill to regulate the use of nuclear energy  https://www.togofirst.com/en/security/0506-5660-togo-adopts-bill-to-regulate-the-use-of-nuclear-energy … pic.twitter.com/EFTejMeA6r,[],"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0}",neu
1906,subschneider,"Of all waste from generating electricity it is the waste from Nuclear Energy that is more gentle on the environment. 

Look at the exclusion zone of Chernobyl and Fukushima. 

Wildlife flourishes. 

#GreenNuclearDeal https://nmpoliticalreport.com/2020/06/04/forever-deadly-state-officials-communities-scramble-to-fight-a-proposal-to-house-high-level-nuclear-waste-in-new-mexico/ …",['#greennucleardeal'],"{'neg': 0.185, 'neu': 0, 'pos': 0.126, 'compound': 0}",neg
1907,duo3_0,One cannot emphasize too much the potential danger of nuclear energy.(No.39) #Duo30L4,['#duo30l4'],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': 0}",neu
1908,uknuclearenergy,GB Grid: #Nuclear is generating 4.73GW (17.22%) out of 27.48GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1909,cgnbradwellb,"By 2050, the government has pledged to achieve #NetZero & Nuclear Energy is a key #lowcarbon energy source that will help us achieve this goal 👍
#ForNature #WorldEnvironmentDay pic.twitter.com/q5RReLiULS","['#netzero', '#lowcarbon', '#fornature', '#worldenvironmentday']","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0}",neu
1910,mattgalit,I thought you guys off in the mind and I keep as a block but then again it only last for so long then it will ruin the world anyway but you all just destroyed the planet instead of nuclear energy or gas power plants and stuff like that and gasoline at pumps you should have bought,[],"{'neg': 0.165, 'neu': 0.75, 'pos': 0.085, 'compound': 0}",neu
1911,nuclearscience9,Argonne's Mitch Farmer honored for addressing challenges to US nuclear energy industry - Newswise  http://dlvr.it/RY26kM ,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.375, 'compound': 0}",pos
1912,davepellowe,"The latest interview on #PelloweTalk is with Liz Storer, national director of Advance Australia. We talk about heaps, including the pros & cons of clean & affordable nuclear energy for Australia... But is it safe?
WATCH:  http://DavePellowe.com/interview-liz-storer-advance-australia/ …
@AdvanceAustHome",['#pellowetalk'],"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0}",neu
1913,nikkis749,"access to these sorts of lofty high level government conspiracies as you all love to claim. At most they would have access to documents concerning nuclear energy and weapons derived from it, if that is even related to their job.",[],"{'neg': 0.063, 'neu': 0.801, 'pos': 0.136, 'compound': 0}",neu
1914,oecd_nea,"""The @OECD_NEA's ongoing work will serve both immediate necessities & prepare us for the longer term,""says NEA Director-General Magwood on #covid19 ➡️  http://oe.cd/nea-2020-1  pic.twitter.com/f5FAQty2mb",['#covid19'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
1915,marymar16956593,"Atomic spectroscopy market is poised to reach USD 5.60 Billion by 2020, growing at a CAGR of 6.0% @  https://lnkd.in/fnmBF3G 
#Biotechnology #pharmaceuticals #healthy #research #chemical #technology #plasmatherapy #NuclearEnergy #forensic #mining #WorldEnvironmentDay2020 pic.twitter.com/Grvn1XEvW8","['#biotechnology', '#pharmaceuticals', '#healthy', '#research', '#chemical', '#technology', '#plasmatherapy', '#nuclearenergy', '#forensic', '#mining', '#worldenvironmentday2020']","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0}",neu
1916,kvishreddy,"2/n  India still produces less than 10% of it energy from Wind &Solar. About 13% from Hydro &Nuclear energy which is as clean as Wind &Solar, if not more.
More than 77% of India's power is produced from polluting coal &Petroleum despite huge installation of solar in last 10 years  pic.twitter.com/8QR8hDdD9O",[],"{'neg': 0.035, 'neu': 0.841, 'pos': 0.124, 'compound': 0}",neu
1917,enec_uae,On #WorldEnvironmentDay2020 Barakah Nuclear Energy Plant is poised to make a BIG difference to the UAE's climate change goals.  #ZeroEmissions #CleanElectricity pic.twitter.com/rwIom5BZSb,"['#worldenvironmentday2020', '#zeroemissions', '#cleanelectricity']","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0}",neu
